local_code,longitude_deg,latitude_deg
0F2,-97.77559661865234,33.60169982910156
12J,-87.06559753417969,31.050600051879883
VBW,-78.960297,38.366699
MO8,-93.01270294189453,39.77000045776367
27XS,-95.94981,29.837999
7V5,-103.581001282,40.2639007568
U07,-110.712898,37.547827
A09,-114.616638,34.887533
TVB,-92.08399963378906,37.13240051269531
2W6,-76.550102,38.315399
T35,-96.97109985351562,30.8794002532959
ID74,-115.367282,44.537881
0U3,-114.920998,44.744598
LLJ,-114.218002,44.522999
U72,-114.822998047,44.591598510699995
CVX,-85.2748031616211,45.3047981262207
FPK,-84.8114013671875,42.574501037597656
CL56,-121.871002197,39.719600677500004
ICL,-95.02639771,40.72180176
W63,-78.56009674070002,36.5957984924
CWV,-81.86959838867188,32.195098876953125
CLI,-88.731300354,44.613800048799995
COQ,-92.50360107421875,46.70109939575195
UBS,-88.3803024292,33.4654006958
6I6,-83.20490264892578,39.94200134277344
K23,-74.89099884030001,42.6291999817
S16,-124.184998,47.124802
CKU,-145.727005005,60.5438995361
NWL,-97.312202,27.635
61S,-123.02899932861328,43.799800872802734
M04,-89.58719635009766,35.58340072631836
UDG,-79.890098,34.449401
1S2,-121.61000061035156,48.25859832763672
2A0,-84.93109893798828,35.48619842529297
A34,-119.55500030517578,39.238399505615234
DCU,-86.94539642330001,34.652698516799994
DXE,-89.94120026,36.77750015
66Y,-89.387703,30.363001
M02,-87.42980194091797,36.12799835205078
A05,-115.517997,45.520699
C48,-115.485306,45.396994
P03,-109.69000244140625,31.3710994720459
DQH,-82.860497,31.4767
DRM,-83.74389648440001,46.0093002319
6R6,-102.21299743652344,30.04599952697754
DBN,-82.985298,32.5644
33U,-109.39099884033203,40.917701721191406
9Y2,-94.375461,46.385669
02G,-80.641403198242,40.673301696777
57C,-88.37259674072266,42.79719924926758
EZM,-83.12799835205078,32.21419906616211
EPM,-67.01270294189453,44.910099029541016
87K,-93.99909973144531,37.8567008972168
RQO,-98.00579834,35.47269821
H79,-92.57160186767578,38.360599517822266
3W7,-119.083000183,47.922000885
0A9,-82.17330169677734,36.37120056152344
E27,-121.33100128173828,38.392398834228516
7B9,-72.45700073242188,41.92449951171875
,-123.429656,46.99054
S78,-116.54299926757812,43.84989929199219
EKS,-111.649002,45.271801
EPH,-119.515999,47.307598
1L7,-111.56999969482422,37.74530029296875
GZH,-87.043999,31.4158
M95,-87.815002,33.7122
FGX,-83.74340057370001,38.5418014526
FOA,-88.4530029296875,38.66490173339844
3DA,-83.80490112304688,43.0525016784668
FBR,-110.406997681,41.3918991089
,-105.042,40.588299
50F,-97.5907974243164,32.5817985534668
FOT,-124.1330032,40.55390167
14G,-83.16120147705078,41.333099365234375
FRH,-86.63690185550001,38.5061988831
IZG,-70.9478988647,43.991100311299995
X09,-95.8396987915039,29.690000534057617
HLX,-80.82360076904297,36.7661018371582
GAS,-82.16339874267578,38.83409881591797
U88,-115.93199920654297,44.06800079345703
GLW,-85.9536972,37.03179932
NGT,-97.616302,28.615516
F35,-98.4364013671875,32.92319869995117
GAF,-97.37090301513672,48.404701232910156
3GM,-86.19819641113281,43.034000396728516
GNT,-107.902000427,35.167301178
GTG,-92.6643981934,45.7980995178
W88,-79.8031005859375,36.17359924316406
6D6,-85.25379943847656,43.14229965209961
21W,-121.533997,47.012901
GUR,-104.727996826,42.259601593
N81,-74.75769806,39.66749954
28M,-70.83809661865234,42.02510070800781
MGN,-84.91339874267578,45.42559814453125
HXF,-88.39109802,43.34930038
F62,-123.18199920654,40.547100067139
LHB,-96.62220001220703,30.87179946899414
HBZ,-92.013,35.5117
HEE,-90.67616,34.576571
0A7,-82.432948,35.308258
HRI,-119.259024,45.828223
HOC,-83.53880310058594,39.18880081176758
INJ,-97.097198,32.0835
0C2,-88.70339965820312,41.77090072631836
M18,-93.65879821777344,33.72010040283203
HVC,-87.4551010131836,36.856998443603516
6M2,-91.75550079345703,36.22140121459961
HTL,-84.671095,44.359798
7S9,-122.74299621582031,45.18040084838867
1L8,-113.30599975585938,37.13890075683594
4O4,-94.859398,33.909401
2W5,-77.072639,38.596572
2R2,-86.47380066,39.74810028
HFY,-86.087898,39.628399
TFP,-97.2115020752,27.9130001068
MJQ,-94.98650360107422,43.650001525878906
L78,-116.16500091552734,32.61600112915039
JFX,-87.31420135,33.90200043
3R7,-92.67340087890625,30.242700576782227
NY0,-74.32959747314453,42.998199462890625
W31,-78.18499755859375,36.960201263427734
07FA,-80.274803161621,25.325399398804
RCX,-91.00050354003906,45.49679946899414
C02,-88.389603,42.614899
WN53,-122.06199645996094,48.11040115356445
X49,-82.04399871826172,27.933399200439453
0U0,-115.532997131,44.6423988342
D95,-83.272300720215,43.066600799561
LUL,-89.172203064,31.672599792499998
LLN,-102.37200164794922,33.5525016784668
LXN,-99.7772979736,40.791000366199995
ME16,-67.885902,46.950401
9G2,-83.769897,42.807598
LAM,-106.268997192,35.8797988892
LMS,-89.0625,33.1461982727
IMS,-85.46549988,38.75889969
MBL,-86.251945,44.272738
MZZ,-85.6797027588,40.4898986816
21N,-72.51899719238281,40.98759841918945
RNC,-85.84380341,35.69869995
INR,-148.910995483,63.7326011658
T31,-96.7422,33.2085
M90,-120.371002197,36.7585983276
MNM,-87.638397,45.126701
06N,-74.3916015625,41.43199920654297
3Q0,-118.10099792480469,38.38330078125
JDD,-95.496498,32.742199
C56,-87.681396484375,41.377601623535156
TTF,-83.43470001220703,41.93989944458008
MVC,-87.350996,31.458
SIV,-87.448303222656,39.114700317383
N71,-76.57440185546875,40.092201232910156
9D4,-76.32959747,40.35179901
M88,-86.699699401855,36.19029998779
L88,-119.68800354003906,34.9375
1TX4,-95.886869,29.272999
Y47,-83.62370300292969,42.50310134887695
82C,-90.13770294189453,43.83869934082031
1U4,-116.28399658203125,44.97909927368164
HZR,-91.47869873,30.71829987
0C8,-88.60559844970703,41.519500732421875
2S6,-122.9550018,45.29570007
TNU,-93.021697998047,41.67440032959
4V4,-97.5904007,47.7242012
SCX,-84.58570098876953,36.45560073852539
ONO,-117.01399993896,44.020500183105
OPL,-92.099403,30.558399
OOA,-92.49389648,41.2262001
81B,-70.4813003540039,44.15739822387695
PFC,-123.961997986,45.199798584
PPF,-95.5062027,37.32989883
PEA,-92.9458999633789,41.40010070800781
82J,-87.34860229492188,30.398799896240234
F22,-97.2771987915039,36.38560104370117
PCD,-89.862099,37.868698
PBX,-82.56639862,37.5617981
48Y,-95.98259735107422,48.99959945678711
PQN,-96.30030059814453,43.983299255371094
PPQ,-90.77839660644531,39.63890075683594
PVB,-90.44439697,42.68939972
PMV,-95.91790009,40.95019913
PMZ,-76.7593002319336,35.80839920043945
NOW,-123.41400146484375,48.14149856567383
PKV,-96.6812973,28.65399933
RKR,-94.62129974365234,35.02159881591797
PTD,-74.9484024,44.67670059
S39,-120.90399932861,44.286998748779
N35,-78.93000030517578,40.96670150756836
UIL,-124.56300354004,47.936599731445
RED,-109.26699829101562,45.187400817871094
RVL,-77.6268005371,40.6773986816
RCZ,-79.759598,34.8913
RKW,-84.6896972656,35.9222984314
D98,-82.97499847,42.79610062
RUE,-93.09329987,35.25910187
K33,-91.60440063476562,37.61520004272461
SAS,-115.952003479,33.2414016724
NSI,-119.45800018310547,33.23979949951172
SFY,-90.10790252685547,42.045799255371094
TQK,-100.88500213623047,38.474300384521484
4A6,-86.00589752,34.68870163
SEM,-86.987800598145,32.343898773193
9M8,-92.35099792480469,34.328399658203125
L61,-116.26899719238281,35.96860122680664
T69,-97.542397,28.0392
F49,-101.66100311279297,33.484798431396484
FYE,-89.39450073242188,35.207698822021484
2S9,-123.822998046875,46.697601318359375
S72,-116.5770034790039,47.327701568603516
13W,-122.43699645996094,48.25699996948242
SLB,-95.24069976810001,42.5973014832
SGT,-91.574997,34.599499
JYL,-81.59709930419922,32.645301818847656
TQH,-95.00450134,35.92890167
TVR,-91.02770233154297,32.351600646972656
X21,-80.83570098876953,28.622299194335938
TDO,-122.805999756,46.4771995544
L72,-117.327003479,35.8125
T03,-111.38286,36.091146
76N,-75.9468994140625,41.52920150756836
RVF,-112.300283,45.533702
VES,-84.53189849853516,40.20439910888672
VKS,-90.928398132324,32.23929977417
20GA,-84.88469696039999,33.756500244099996
NVI,-87.195602417,30.699699401900002
ACZ,-78.00360107421875,34.717899322509766
CL35,-116.675003,33.2845
D37,-96.71109771728516,48.19110107421875
DCY,-87.12969970703125,38.700401306152344
I23,-83.42050170898438,39.57040023803711
2P2,-86.9245,45.3862
CPC,-78.71499634,34.27289963
F50,-97.3647,31.9252
F14,-98.616699,33.947701
CMR,-112.194393,35.305555
5A6,-89.72920227,33.4654007
10D,-94.06690216064453,44.95000076293945
ISW,-89.83899688720001,44.3602981567
W27,-122.73699951171875,45.898799896240234
09R,-94.458818,30.774768
N82,-74.459467,41.597991
,-90.761597,35.231602
87I,-90.4636001586914,32.883201599121094
PJC,-80.16069794,40.80160141
JRA,-74.007103,40.754501
,-95.588303,29.7225
,-121.729116,36.481484
,-117.781742,36.807043
PSG,-132.9450073,56.80170059
DUT,-166.544996,53.89881
MUO,-115.872002,43.043598
GUS,-86.1520996094,40.648101806599996
SSC,-80.47059631,33.97269821
MCG,-155.6060028,62.95289993
MXF,-86.365799,32.3829
NBG,-90.03500366,29.82530022
ESF,-92.2957992554,31.3948993683
BYH,-89.94400024410001,35.9642982483
VOK,-90.253402709961,43.938999176025
SYA,174.1139984,52.71229935
AFM,-157.854308,67.107043
AKP,-151.7429962,68.13359833
DRI,-93.339897,30.831699
NFL,-118.7009964,39.41659927
FSI,-98.40219879,34.64979935
UPP,-155.86000061035156,20.265300750732422
LND,-108.730003357,42.8152008057
SWD,-149.418612,60.130478
,-75.148201,40.199795
WWR,-99.5226667,36.438
,-91.72219848632812,45.478599548339844
M40,-88.489700317383,33.873699188232
A26,-120.9520034790039,41.18600082397461
9G3,-78.482498,43.021099
AXA,-94.2720031738,43.0778999329
AAT,-120.565671,41.482736
AVK,-98.6698989868164,36.77320098876953
79J,-86.393799,31.3088
ANQ,-85.083504,41.639702
ANY,-98.079597,37.158501
AIG,-89.11070251464844,45.15420150756836
AUH,-97.99459839,40.89410019
AUM,-92.93340302,43.66500092
N19,-108.028914,36.836951
BHK,-104.259002,46.347599
BRY,-85.4996032715,37.8143005371
WA87,-122.5530014038086,45.81589889526367
SJX,-85.56659698486328,45.692298889160156
TX2,-97.661917,28.362444
C20,-86.3676986694336,41.951698303222656
0B1,-70.809896,44.425201
O55,-121.1240005493164,41.13959884643555
E41,-101.472999573,31.198900222800003
P04,-109.883003235,31.3640003204
4K6,-92.42829895019531,40.73210144042969
00S,-122.086,44.181466
1J0,-85.60140228270001,30.8458003998
H19,-91.21929931640625,39.36989974975586
BFA,-84.92410278320312,45.16579818725586
M36,-91.17639923095703,34.88029861450195
00F,-105.4540024,45.47249985
17G,-82.9748001099,40.78160095210001
H17,-93.08769989013672,37.65420150756836
BYG,-106.722000122,44.381099700899995
1T8,-98.451103,29.7391
6A1,-84.245194,32.569492
L62,-119.47899627685547,35.352699279785156
3CU,-91.24639892578125,46.19419860839844
7F3,-96.24310302734375,33.03620147705078
CIR,-89.2195968628,37.0644989014
RWV,-96.704102,30.515499
CDI,-81.57759857177734,39.974998474121094
OR40,-122.6510009765625,45.255699157714844
CZK,-121.878879,45.676599
C74,-90.964599609375,42.704200744628906
CQA,-84.56009674072266,40.484100341796875
F17,-94.156403,31.8316
C22,-85.635101,34.159901
PYP,-85.610069,34.089977
N74,-77.60250091552734,40.89030075073242
C53,-114.80899810791,44.808200836182
34AZ,-111.913002,33.243401
CXE,-78.50160217285156,36.788299560546875
HTW,-82.494301,38.4193
DCM,-81.19580078125,34.78929901123047
CNH,-72.36869812009999,43.3703994751
FIG,-78.41310119628906,41.04859924316406
RNV,-90.75789642,33.76110077
95F,-96.46330261230469,36.28379821777344
CFT,-109.211397,32.957039
CCA,-92.45159912109375,35.597801208496094
W32,-76.93280029296875,38.74829864501953
S95,-118.41699981689453,46.04690170288086
AFF,-104.8130035,38.96969986
04I,-83.18879699707031,39.91120147705078
VVS,-79.65709686,39.95920181
,-92.425003,35.080799
1A3,-84.34629822,35.01620102
NGW,-97.440578,27.704426
68CA,-122.21600341796875,40.36109924316406
U82,-116.4469985961914,44.749900817871094
U68,-108.443498,44.912021
17N,-75.03299713134766,39.705501556396484
UBE,-91.9811019897461,45.50600051879883
CUH,-96.772371,35.950496
0I8,-84.2833023071,38.3661994934
TS07,-95.68560028076172,29.986299514770508
DVK,-84.774347,37.579409
8N8,-76.6427001953125,40.951499938964844
,-83.529702,43.029099
38S,-112.7659988,46.38819885
DNS,-95.38069916,41.9864006
DEQ,-94.399399,34.047001
ID28,-115.505924,45.3798
,-115.45999908447266,45.552799224853516
A32,-121.9759979248,41.887199401855
C91,-86.12799835,41.99290085
LL22,-87.99929809570312,41.73270034790039
8NC8,-78.7833023071289,36.06010055541992
84D,-101.2509995,44.9844017
5T9,-100.516682,28.859766
ETN,-98.80979919430001,32.4135017395
2W3,-122.25700378417969,46.87160110473633
EDE,-76.56710052490001,36.027698516799994
EBA,-82.81590271,34.095199585
S90,-115.439332,45.820702
3C1,-86.03469848632812,41.65700149536133
CO4,-104.410004,38.874401
49A,-84.52490234375,34.627899169921875
EMV,-77.48280334472656,36.6869010925293
EDN,-85.89990234,31.29969978
9N1,-75.10088,40.483559
8CL1,-117.002334595,33.1753473206
5S9,-122.318133,45.307671
EST,-94.74639893,43.40739822
F08,-95.627378,35.298043
X55,-81.630302,28.8461
9C8,-85.2791976928711,43.89590072631836
EVM,-92.49849701,47.42509842
3EX,-94.19770050048828,39.33720016479492
FWC,-88.4126968383789,38.37860107421875
6K4,-98.47579956054688,36.29010009765625
BKS,-98.12120056,27.20680046
D54,-96.918701171875,46.90079879760742
FFM,-96.15670013,46.28440094
FLP,-92.59030151,36.29090118
0J4,-86.31159973144531,31.042499542236328
NBJ,-87.63529968259999,30.389099121100003
S18,-124.396004,47.937698
4A9,-85.72139739990234,34.47370147705078
FZI,-83.39450073,41.19079971
FET,-96.52020264,41.44910049
GAB,-117.9572,38.923173
GQQ,-82.7238006592,40.7533988953
GAO,-90.26110077,29.44479942
29S,-110.74700164794922,45.04990005493164
9G5,-78.55780029296875,43.18199920654297
AKH,-81.149902,35.202598
GLR,-84.7035980225,45.013500213600004
33J,-85.868715,31.052579
08C,-85.805,42.935902
0L4,-117.19100189208984,37.485801696777344
1K4,-97.47039794921875,35.15510177612305
GNG,-114.7649994,42.91719818
B01,-73.26919555664062,43.42375183105469
GOV,-84.72889709472656,44.680301666259766
4N7,-75.78710174560547,42.30419921875
GRD,-82.15910339359999,34.2486991882
GNF,-89.79820251464844,33.83250045776367
GMJ,-94.73860168,36.60680008
GWR,-97.64320373535156,46.21870040893555
HAB,-87.99819946,34.11759949
HI01,-159.445999146,22.209199905400002
HVE,-110.70400238,38.417999267599996
UT97,-110.29199981689453,38.15719985961914
HNR,-95.339599609375,41.58440017700195
HVS,-80.11920166019999,34.4030990601
15F,-99.71790313720703,33.19150161743164
04Y,-96.350304,46.883801
AZE,-82.64739990234375,31.884700775146484
6J8,-82.66608430560001,29.7196756944
FSO,-73.09750366,44.94029999
JYM,-84.58580017089844,41.92129898071289
1A0,-85.177696,35.187599
NM83,-103.209,32.7668
S66,-116.9219970703125,43.614898681640625
HSR,-103.3880005,43.36819839
M48,-91.97319793701172,37.330101013183594
HQG,-101.3710022,37.1631012
W43,-104.56800079345703,44.662899017333984
HNB,-86.95369720459999,38.2490005493
69V,-110.91699981689453,39.36119842529297
59FD,-80.9878005981,26.3202991486
IDI,-79.10549927,40.63219833
68C,-89.02510070800781,44.50550079345703
IFA,-93.2699966431,42.4707984924
2F0,-101.891998291,30.9057006836
57B,-68.91059875488281,44.3025016784668
I43,-82.5779037475586,38.98139953613281
JAS,-94.034897,30.8857
GCD,-118.9629974,44.40420151
0A4,-82.30899810791016,36.36370086669922
3JC,-96.844566,39.044452
,-95.826599,29.912701
,-119.209999,46.218601
50I,-87.42819976810001,40.7587013245
MO64,-93.4446029663086,36.609798431396484
F92,-97.95249938964844,35.875099182128906
IKG,-98.03089905,27.55089951
O19,-123.927298,40.718639
OSX,-89.54199981689453,33.090301513671875
30F,-97.01419830322266,33.13209915161133
5TX0,-97.05139923095703,33.173500061035156
BQR,-78.61229706,42.92229843
LUX,-81.94719696044922,34.50709915161133
08N,-76.32879638671875,40.29180145263672
22N,-75.7614974975586,40.80950164794922
MU97,-93.928001,39.209801
NY98,-74.394037,42.272308
LJF,-94.5073013305664,45.09709930419922
XVG,-94.204002,46.9902
LDM,-86.40789795,43.96250153
T91,-97.66099,29.728663
LYV,-96.215797424316,43.621200561523
38W,-122.45800018310547,48.95589828491211
MQB,-90.65239715579999,40.520099639899996
K89,-92.4645,39.728699
52A,-83.46040344240001,33.6120986938
87Y,-89.1855011,43.10490036
2I0,-87.399597,37.355
51R,-95.9520034790039,30.912799835205078
M75,-107.918998718,48.366901397700005
Y19,-100.89399719238281,46.7681999206543
ISQ,-86.17179871,45.97460175
3F3,-93.7655029297,32.0735015869
3T2,-95.327202,29.48
3R4,-93.4865036,31.54490089
AZ03,-111.752715,36.73431
MAI,-85.18190002441406,30.837799072265625
A08,-87.385597229004,32.512401580811
MYZ,-96.63059997558594,39.85530090332031
T92,-99.1843032836914,30.732200622558594
D56,-97.33370208740234,47.474998474121094
22I,-82.44180297851562,39.32809829711914
MPR,-97.69129944,38.35240173
MQW,-82.87999725341797,32.09579849243164
15Z,-142.904006958,61.4370994568
MIO,-94.887497,36.909199
MGC,-86.8211975098,41.703300476100004
6B0,-73.09590148929999,43.9847984314
7T7,-102.0739974975586,31.85849952697754
P34,-77.40570068359375,40.598899841308594
2M8,-89.93150329590001,35.2789993286
NGS,-86.940002,30.6108
UT68,-109.660004,38.472801
E01,-102.90899658203,31.582500457764
FWQ,-79.8313980102539,40.20970153808594
D73,-83.692903,33.782398
MVI,-106.0479965209961,37.52730178833008
MXO,-91.16329956,42.22040176
EKQ,-84.8561019897461,36.85530090332031
1U1,-114.927001953,46.1208000183
BDQ,-92.713501,35.1362
MOR,-83.37550354003906,36.17940139770508
M71,-90.96029663085938,38.901798248291016
7M3,-93.52709961,34.52930069
W40,-78.03780365,35.22219849
MPZ,-91.51110077,40.94660187
MOP,-84.73750305175781,43.621700286865234
I63,-90.80419922,39.98749924
WA07,-122.33899688720703,48.37480163574219
O74,-83.51170349121094,40.52470016479492
MNF,-91.7145004272461,36.992801666259766
MUT,-91.148201,41.367803
3OH0,-84.01349639892578,39.93090057373047
11N,-73.46620178222656,41.56679916381836
ERY,-85.4572982788086,46.31119918823242
,-71.370277,42.12854
OVO,-85.6053009,39.04560089
OGA,-101.7699966,41.11949921
51K,-94.88500213623047,38.931400299072266
OLD,-68.674301,44.952801
OLY,-88.17639923095703,38.7218017578125
ORG,-93.8009033203125,30.06920051574707
OSC,-83.394096,44.451599
OKS,-102.355003,41.401001
S70,-119.0790024,46.79489899
55K,-97.093375,37.268732
NRQ,-87.13999938964844,30.62529945373535
22S,-120.56300354003906,42.717899322509766
1L1,-114.42199707,37.7874984741
CA92,-121.616996765,39.710601806599996
Y37,-97.78079987,48.39400101
50S,-116.93800354003906,43.77880096435547
1L9,-112.81600189208984,37.85969924926758
S75,-116.901000977,44.091598510699995
L37,-113.24700164794922,35.52830123901367
T30,-99.10900116,28.82229996
C15,-89.6759033203125,40.48820114135742
PMB,-97.2407989502,48.9425010681
0C4,-96.72889709,42.11389923
,-87.341108,30.47008
3MY,-89.61340332,40.79529953
16D,-95.60449981689453,46.60409927368164
MPE,-89.125999,32.7994
PHP,-101.59899902344,44.048599243164
82V,-104.129997253,41.153301239
24S,-122.38300323486328,42.110198974609375
2B7,-69.37439727783203,44.76850128173828
61D,-85.64800262451172,42.46780014038086
1M5,-86.47669982910156,36.59280014038086
ZER,-76.37310028,40.70650101
POY,-108.79299926758,44.867198944092
6S6,-124.05899810791016,42.869598388671875
PTT,-98.74690247,37.70159912
M43,-89.90619659,31.59539986
SJS,-82.636703491211,37.750999450684
64S,-122.48799896240234,42.74319839477539
3O3,-97.382797,34.984501
W96,-77.125501,37.5032
4J5,-83.586502,30.805799
23M,-88.738897,32.0849
RAC,-87.8152008057,42.7606010437
46N,-73.83599853515625,41.98460006713867
D81,-96.25779724121094,47.82500076293945
R49,-118.65599822998047,48.71820068359375
APS,-90.582602,30.087
JFZ,-81.798302,37.063702
RSV,-87.6498031616211,39.01599884033203
96C,-88.25090026855469,42.75
RRQ,-96.17980194091797,43.45220184326172
RCK,-96.9897003174,30.6315994263
K16,-75.60379791259766,43.258399963378906
ROX,-95.6969986,48.85599899
T54,-95.777127,29.522609
TE88,-95.459023,29.356955
HYX,-83.86229706,43.4333992
RUQ,-80.520302,35.645901
1T7,-98.42530059814453,29.812700271606445
NZJ,-117.73100280761719,33.67610168457031
1XA7,-96.05919647216797,29.733400344848633
E78,-111.89399719238,31.932899475098
UOS,-85.898101806641,35.205101013184
SBX,-111.871002197,48.5406990051
EHO,-81.60099792,35.25559998
SKW,-151.190994263,61.9653015137
N59,-119.337997,38.839401
K82,-98.79340362548828,39.76110076904297
2GA9,-83.99629974365234,33.80459976196289
SNK,-100.948918,32.690212
2G9,-79.01460266,40.03910065
4B0,-73.83390045166016,42.560699462890625
S44,-122.43099975585938,47.08689880371094
NV23,-119.703026,39.86906
8D4,-85.67919921875,43.12739944458008
CMY,-90.7379,43.958302
SPA,-81.956497192383,34.915699005127
6I2,-85.2417984008789,37.63349914550781
M91,-86.92060089,36.53720093
U63,-115.31700134277344,44.41550064086914
SAZ,-94.80660247802734,46.38090133666992
7GA7,-84.179081,33.535567
MO3,-93.81680297851562,37.660301208496094
1Q1,-119.05000305175781,36.162498474121094
UUV,-91.16429901123047,38.23350143432617
S86,-121.79199981689453,47.87070083618164
12K,-98.06009674072266,40.0463981628418
24A,-83.20989990234375,35.31740188598633
FA81,-80.533279,25.004848
Y14,-96.801448,43.455213
3TE,-83.939201,42.025101
TEL,-86.69090271,38.0177002
3I3,-87.3772964477539,39.54779815673828
,-108.209703,43.663055
THM,-115.28099822998,47.573501586914
HQU,-82.51650238,33.52970123
0F9,-96.67449951171875,34.19850158691406
8U8,-111.48300170898438,46.331199645996094
1WF,-84.1980972290039,40.014801025390625
O81,-121.35900115966797,41.88740158081055
8B2,-71.54759979248047,44.263999938964844
D00,-96.400299,47.260502
56D,-83.31449890136719,40.883399963378906
VMR,-96.93430328,42.76530075
H04,-95.15139770507812,36.632999420166016
VTI,-92.02590179,42.21860123
Y51,-90.91310119628906,43.57939910888672
D86,-119.31900024414,36.448600769043
PWG,-97.3164978,31.48489952
15G,-81.79850006103516,41.02840042114258
AKQ,-77.0010986328125,36.98720169067383
37X,-95.9302978515625,29.99340057373047
5A2,-83.67489624023438,32.55929946899414
NY25,-76.295199,43.085376
3U1,-115.682998657,45.2681999207
N41,-73.04679870605469,41.633399963378906
2S5,-120.05599975585938,47.65599822998047
CA66,-121.84300231933594,36.90610122680664
W13,-78.94419860839844,38.07709884643555
40I,-84.12190246582031,39.50529861450195
WEA,-97.6824035645,32.7462997437
O54,-122.9219970703125,40.74570083618164
S87,-116.961998,44.20679855
N38,-77.39649963,41.72790146
C08,-105.374279,38.013182
M24,-89.15979766845703,30.84320068359375
MCZ,-77.1781997680664,35.86220169067383
MWM,-95.1093978881836,43.91339874267578
T90,-94.431067,29.819461
06WN,-122.5530014038086,46.92499923706055
T85,-97.138397,29.3132
42I,-82.01239776611328,40.00699996948242
B18,-71.23699951171875,43.47760009765625
GFA,-111.18699646,47.504699707
5BL,-151.5019989013672,59.64469909667969
X44,-80.170303344727,25.778299331665
PLB,-73.52449798583984,44.6875
,-76.871597,37.925098
59S,-122.52999877929688,45.619998931884766
0OH5,-82.43173,40.59683
NV83,-117.146752,38.694098
,-114.610577,32.716602
DLG,-158.5050049,59.04470062
GSB,-77.96060181,35.33940125
VBG,-120.584,34.737301
BAB,-121.43699646,39.136100769
HNS,-135.5240020751953,59.24380111694336
ADK,-176.642783,51.883564
GTB,-75.71949768,44.05559921
VAD,-83.1930007935,30.9678001404
BKF,-104.751999,39.701698
DAA,-77.1809997559,38.715000152600005
HOP,-87.49620056150002,36.668598175
GRF,-122.5810013,47.07920074
NCA,-77.439697,34.708401
NQI,-97.8097000122,27.5072002411
MOU,-163.6820068359375,62.095401763916016
LUR,-166.1100006,68.87509918
CDB,-162.72500610351562,55.20610046386719
BIG,-145.722000122,63.9944992065
AQT,-151.005998,70.209999
CAR,-68.0178985596,46.871498107899995
NID,-117.6920013,35.6853981
OLU,-97.34259796,41.44800186
ELO,-91.83070374,47.82450104
ENM,-164.4909973,62.78609848
FAF,-76.60880279540001,37.132499694799996
HLR,-97.7145,31.1387
GAM,-171.73300170898438,63.76679992675781
HPB,-166.1470032,61.52389908
NRB,-81.42469788,30.39109993
NSE,-87.02189636,30.7241993
HUA,-86.68479919,34.67869949
SCM,-165.570999146,61.845298767100005
KSM,-163.302002,62.0605011
OLF,-105.574996948,48.094501495399996
FRN,-149.6529999,61.26639938
PHO,-166.7989959716797,68.34880065917969
U36,-112.880997,42.921001
63C,-89.789248,43.960131
OH82,-81.973503,40.1534
8A7,-80.456802,35.914902
9G6,-78.27459716796875,43.173500061035156
2D1,-81.09980010986328,40.97090148925781
A24,-120.68399810791,41.412399291992
F68,-98.26429748535156,35.05220031738281
81D,-95.41190338134766,29.264999389648438
F47,-84.9166030883789,29.645999908447266
NC81,-78.85970306396484,35.751800537109375
75J,-83.6321029663086,31.68549919128418
IS08,-90.23453,40.263939
ID05,-116.677001953125,47.9567985534668
Y93,-84.13330078125,45
ATA,-94.19529724121094,33.10179901123047
AQR,-96.148101806641,34.398300170898
ADU,-94.92050170898438,41.70140075683594
AOV,-92.68190002441406,36.971900939941406
W48,-76.43299865722656,39.26259994506836
7B4,-82.58910369873047,39.884498596191406
99N,-81.1083984375,33.304500579833984
4W0,-121.53600311279297,47.39540100097656
BQP,-91.88189697,32.75510025
PMU,-89.89260101,34.36349869
3CM,-83.89550018,43.5469017
K06,-90.40370178222656,39.9734001159668
2H5,-95.898027,29.498858
ACB,-85.198402,44.988602
EFC,-103.8619995,44.73419952
,-93.783602,44.666598
N96,-77.81629943847656,40.885501861572266
06R,-96.24610137939453,29.9419002532959
1M2,-90.51529693603516,33.145198822021484
BBP,-79.73439789,34.62170029
PA40,-76.38719940185547,41.20009994506836
92A,-84.58489990234375,35.22650146484375
19N,-74.9478,39.7784
6S0,-109.98100280761719,45.806400299072266
ND96,-100.67900085449219,46.801700592041016
BKN,-97.34960175,36.74509811
38WA,-122.825996399,48.578998565700005
IA27,-92.58769989013672,40.97779846191406
HKA,-89.83080291750001,35.940399169900004
4M2,-93.863545,35.149534
S97,-119.72100067138672,48.10490036010742
6S1,-108.921632767,45.291675038
45G,-83.77850341796875,42.569801330566406
1R7,-90.40930175780001,31.605800628699996
BOK,-124.290001,42.0746
BFE,-102.19300079345703,33.173099517822266
2CL1,-121.292,39.4552
3G9,-79.97480010986328,40.85260009765625
I10,-81.53630065917969,39.80099868774414
CHU,-91.50389862060547,43.59640121459961
M34,-88.299403,37.00979
3C8,-72.7919006348,40.9151000977
1W1,-122.40399932861328,45.62779998779297
AAS,-85.30940246582031,37.358299255371094
18A,-83.13349915,34.34009933
CTK,-90.074798584,40.5690994263
18AZ,-111.898327,33.818536
03NC,-77.9041976928711,34.10430145263672
CZT,-99.823600769,28.522199630699998
CIN,-94.78900146480001,42.0461997986
25NV,-119.683444,39.201583
08M,-89.530098,32.7612
1H8,-88.00409698486328,39.3025016784668
40XS,-97.780602,30.518
TVK,-92.90100098,40.68389893
TE01,-95.79660034179688,31.304899215698242
07K,-98.0516967773,41.1125984192
